Date,Open,High,Low,Close,Volume,ROC_1M,ROC_3M,ROC_6M,ROC_12M,Volatility_60,RSI,Volume_Ratio,Return_Next_Month,Return_Direction,Total_Revenue,Gross_Profit,Operating_Income,EBITDA,EBIT,Net_Income,Tax_Provision,Interest_Expense,Gross_Margin,Operating_Margin,Net_Margin,EBITDA_Margin,Total_Assets,Total_Debt,Total_Liabilities,Stockholders_Equity,Current_Assets,Current_Liabilities,Cash,Inventory,Debt_to_Equity,Debt_to_Assets,Current_Ratio,Quick_Ratio,Revenue_Growth_QoQ,Net_Income_Growth_QoQ,Revenue_Growth_YoY,Net_Income_Growth_YoY,EBITDA_Growth_YoY,TTM_Revenue,TTM_Net_Income,TTM_Operating_Income,TTM_EBITDA,ROE,ROA,ROIC,F_Score,Z_Score,market_cap_current,beta,dividend_yield,Ticker,Operating_Cash_Flow,Free_Cash_Flow,Capital_Expenditure,TTM_Operating_Cash_Flow,predicted_probability,ROC_3M_percentile,ROC_1M_percentile,ROC_12M_percentile,Volume_Ratio_percentile,Volatility_60_percentile,RSI_percentile,ROC_6M_percentile,beta_percentile,market_cap_current_percentile,dividend_yield_percentile,Net_Income_Growth_QoQ_percentile,Revenue_Growth_QoQ_percentile,Gross_Margin_percentile,Interest_Expense_percentile,Total_Revenue_percentile,composite_score,quality_quintile
2025-08-31,36.20000076293945,37.45000076293945,33.810001373291016,36.22999954223633,8044373,,,,,,46.60713932952727,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20347529216.0,-0.256,,UDAICEMENT.NS,,,,,0.47689907408379445,,,,,,88.78096163186012,,18.153526970954356,52.76967930029155,,,,,,,50.646944526873746,Q3 (Medium)
2025-10-31,20.790000915527344,20.790000915527344,20.3700008392334,20.690000534057617,471772,,,,,,,,,0,0.0,,-7700000.0,1800000.0,1800000.0,400000.0,1300000.0,100000.0,,,,,634931000.0,,274472000.0,360459000.0,540943000.0,263937000.0,254070000.0,,,,2.0495156041024942,,,-0.9903846153846154,,-0.9917695473251029,-0.9731743666169895,22477000.0,68246000.0,10834000.0,84896000.0,0.18933082541981197,0.1074856952960243,,1.0,1.3630879575890922,4317160960.0,0.237,,HINDMOTORS.NS,,,,,0.4352963162058407,,,,,,,,62.551867219917014,28.036929057337222,,12.42603550295858,,,4.270833333333333,1.0696517412935325,40.557021123655986,Q1 (Lowest)
2026-01-31,16.760000228881836,17.100000381469727,14.5,14.859999656677246,7514317,-0.14252742515307493,-0.2588528567517385,,,0.3718992522118667,20.000005609847975,1.2073811566602175,,0,1748900000.0,152000000.0,255600000.0,305300000.0,255600000.0,184300000.0,68400000.0,5200000.0,0.08691177311452913,0.14614900794785293,0.10538052490136657,0.1745668706043799,5704800000.0,347900000.0,2472500000.0,3265800000.0,2739200000.0,2064500000.0,190400000.0,,0.10652826260028171,0.06098373299677465,1.326810365705982,,0.025447082966871815,1.4186351706036744,-0.015259009009009006,-2.843,9.27946127946128,7138500000.0,642400000.0,243100000.0,832800000.0,0.1967052483311899,0.11260692749964941,0.06727177131471898,1.0,2.3425431215818255,3086988544.0,-0.51,,3IINFOLTD.NS,,,,,0.723291887135072,20.728155339805827,27.57281553398058,,69.72789115646259,35.728155339805824,31.423020883924234,,7.987551867219916,23.46938775510204,,92.25838264299803,44.917376064096146,6.333870101986045,20.0,41.74129353233831,38.125860014514636,Q1 (Lowest)
2026-01-31,928.9000244140625,938.9500122070312,790.0,822.7000122070312,42106,-0.12562441188227125,-0.3117572631470378,,,0.4346940888613637,23.16877253836884,0.9593307287246873,,0,205744000.0,163468000.0,150770000.0,153572000.0,152670000.0,110677000.0,41950000.0,43000.0,0.7945213469165565,0.7328038727739327,0.5379354926510616,0.746422738937709,1599557000.0,0.0,92531000.0,1507026000.0,1084153000.0,85879000.0,41680000.0,948709000.0,0.0,0.0,12.62419217736583,1.577149244867779,-0.17088189306381674,-0.30657419067847047,0.05428644632334101,-0.26990210565201334,-0.2160294042574914,9145505810.0,319997860.0,404095990.0,439832890.0,0.21233731866603495,0.20005405246577646,0.26814135257122307,1.0,8.100419059777176,8765869056.0,-0.614,1.94,WEALTH.NS,,,,,0.8174729835123855,10.194174757281553,34.80582524271845,,39.067055393586,21.213592233009706,39.825157843613404,,5.7053941908713695,38.969873663751216,82.72273105745212,29.88165680473373,14.12118177265899,91.41170155662908,3.4895833333333335,13.532338308457712,34.99601774387311,Q1 (Lowest)
2026-01-31,101.91000366210938,108.29000091552734,78.30000305175781,79.69000244140625,1453583,-0.2257092512711334,-0.36693673196563037,,,0.36629691434794054,21.739132260389496,1.263191727503692,,0,779941000.0,538486000.0,-56621000.0,18887000.0,-6858000.0,-36156000.0,1649000.0,27649000.0,0.6904188906596781,-0.07259651691602313,-0.04635735267154823,0.024215934282208525,5824953000.0,955636000.0,2024885000.0,3800083000.0,2990049000.0,1739187000.0,81335000.0,764469000.0,0.25147766509310454,0.16405900614133712,1.7192222572960814,1.2796668788347658,-0.20069749543184556,-0.745731244198149,-0.3334401619008306,-1.2529576794722002,-0.9167555512460002,3356482000.0,-269803000.0,-205901000.0,-78560000.0,-0.07099923870083891,-0.04631848531653388,-0.04329545122409461,0.0,1.7433619121046986,7404089344.0,-0.093,0.63,THEMISMED.NS,,,,,0.6403664076096086,4.12621359223301,5.194174757281553,,76.53061224489795,37.23300970873786,36.765420106847984,,28.682572614107883,36.20019436345967,45.587010824313076,17.94871794871795,12.268402603905859,85.61460010735374,43.020833333333336,27.263681592039802,37.095696253148645,Q1 (Lowest)
2026-01-31,701.4000244140625,725.7999877929688,615.3499755859375,624.2999877929688,10005398,-0.1342393441551747,-0.03606719623674837,,,0.4928063697191855,28.083900625409896,1.0101419223541535,,0,3718985000.0,1299772000.0,638416000.0,728061000.0,678148000.0,500737000.0,173172000.0,4239000.0,0.3494964351832556,0.17166404274284516,0.13464345782518616,0.19576873797554978,,,,,,,,,,,,,0.1411349352244522,-0.055582065117963375,0.35836859237528085,0.41652805123678904,0.4129507041843514,13545718000.0,1892992000.0,2354919000.0,2759687000.0,,,,0.0,,97524916224.0,0.132,0.32,TDPOWERSYS.NS,,,,,0.4629900126133159,80.92233009708738,31.699029126213592,,45.52964042759961,13.88349514563106,53.32685769791161,,50.80394190871369,76.0932944606414,24.354704412989175,47.83037475345168,73.46019028542814,40.15029522275899,18.567708333333332,57.51243781094527,47.60895331218033,Q3 (Medium)
2026-01-31,335.6000061035156,396.5,331.0,337.20001220703125,7916607,-0.010272967051944693,0.07938546349256503,,,0.5352641067278807,36.56403809121912,1.2617423982100266,,0,445514000.0,222120000.0,-100404000.0,269082000.0,247448000.0,122996000.0,42327000.0,82125000.0,0.49857019083575377,-0.22536665514439502,0.27607662161009533,0.6039810196761494,,,,,,,,,,,,,0.004459615453987986,0.06503874962116285,-0.32174784123156364,-0.4384026373104547,-0.3015773312810982,1856343000.0,500928000.0,-297854000.0,979607000.0,,,,0.0,,10533905408.0,0.192,,5PAISA.NS,,,,,0.37687977598128797,92.91262135922331,85.67961165048543,,76.33624878522838,9.611650485436897,72.80233122875183,,57.31327800829875,42.07968901846453,,61.19329388560158,39.559339008512765,67.84755770263017,62.65625,19.55223880597015,55.836273995906915,Q4 (High)
2026-01-31,13880.0,15390.0,13243.0,13467.0,106363,-0.05208699936650951,-0.10814569536423846,,,0.30834349567827357,29.41385435168739,0.8520072548584025,,0,121644900000.0,46659000000.0,16482300000.0,20130700000.0,16812000000.0,3355500000.0,3432200000.0,6626200000.0,0.383567251894654,0.13549519955213907,0.027584387014991996,0.1654874145977349,,,,,,,,,,,,,0.10216246728030343,0.1857728461375363,0.20692156119591942,0.5470976070819309,0.35691849335382453,452980600000.0,12828400000.0,61397900000.0,73689900000.0,,,,0.0,,272748494848.0,0.462,0.69,TVSHLTD.NS,,,,,0.670685367262873,64.02912621359224,71.74757281553397,,26.190476190476193,55.09708737864077,57.16367168528412,,81.53526970954357,87.26919339164237,49.2089925062448,70.36489151873766,66.54982473710565,47.02093397745571,95.83333333333334,96.91542288557214,64.59505308954417,Q5 (Highest)
2026-01-31,767.0,777.2999877929688,714.0999755859375,723.4500122070312,1419424,0.005489940524018522,-0.02683617373130376,,,0.2382529566799746,34.525640739656154,0.8336907809628804,,0,4893330000.0,4457540000.0,1107100000.0,2548170000.0,1758970000.0,525680000.0,557420000.0,559220000.0,0.910942037426456,0.22624674812448783,0.10742786609527663,0.5207435427408329,99114210000.0,25779080000.0,37994610000.0,49784120000.0,10123730000.0,6016750000.0,3049820000.0,566630000.0,0.5178173280957864,0.2600946927791686,1.6825910998462625,1.5884156729131176,-0.03570964067679039,0.9518063342368099,0.8974705975873154,-1.934326289035423,1.3537719727690076,22207350000.0,2296410000.0,6544240000.0,11142640000.0,0.04612735948732247,0.02316933162257965,0.08660617866898172,1.0,1.0355537818441978,168955674624.0,,,VENTIVE.NS,,,,,0.3634110392093128,81.79611650485437,89.2233009708738,,24.34402332361516,80.33980582524272,69.3054881010199,,,83.23615160349854,,89.29980276134121,28.943415122684023,95.86688137412776,87.5,62.7363184079602,66.17275359968119,Q5 (Highest)
2026-01-31,28.719999313354492,38.459999084472656,21.959999084472656,21.959999084472656,958374,0.023776144680347056,0.7624397285105069,,,0.7952235692338077,30.638299752730106,0.2623195580568928,,0,0.0,-2300000.0,-3800000.0,-3800000.0,-3800000.0,-3800000.0,0.0,,,,,,78819000.0,15893000.0,828640000.0,-749821000.0,1509000.0,3594000.0,1509000.0,,-0.021195725379790642,0.20163919867037136,0.41986644407345575,,,-0.08521906596051998,,-0.2367945370556337,-0.1663010092145678,0.0,-12354000.0,-14765000.0,-14765000.0,0.016475932255831726,-0.1567388573821033,0.020117777220653797,0.0,-13.509323893984954,285140192.0,0.695,,TCIFINANCE.NS,,,,,0.4629124786932448,99.5631067961165,91.55339805825243,,1.4577259475218658,0.7281553398058236,60.66051481301603,,92.97199170124482,2.818270165208941,,45.41420118343195,,,,1.0696517412935325,46.415801049726134,Q2 (Low)
