Date,Open,High,Low,Close,Volume,ROC_1M,ROC_3M,ROC_6M,ROC_12M,Volatility_60,RSI,Volume_Ratio,Return_Next_Month,Return_Direction,Total_Revenue,Gross_Profit,Operating_Income,EBITDA,EBIT,Net_Income,Tax_Provision,Interest_Expense,Gross_Margin,Operating_Margin,Net_Margin,EBITDA_Margin,Total_Assets,Total_Debt,Total_Liabilities,Stockholders_Equity,Current_Assets,Current_Liabilities,Cash,Inventory,Debt_to_Equity,Debt_to_Assets,Current_Ratio,Quick_Ratio,Revenue_Growth_QoQ,Net_Income_Growth_QoQ,Revenue_Growth_YoY,Net_Income_Growth_YoY,EBITDA_Growth_YoY,TTM_Revenue,TTM_Net_Income,TTM_Operating_Income,TTM_EBITDA,ROE,ROA,ROIC,F_Score,Z_Score,market_cap_current,beta,dividend_yield,Ticker,Operating_Cash_Flow,Free_Cash_Flow,Capital_Expenditure,TTM_Operating_Cash_Flow,predicted_probability,ROC_3M_percentile,ROC_1M_percentile,ROC_12M_percentile,Volume_Ratio_percentile,Volatility_60_percentile,RSI_percentile,ROC_6M_percentile,beta_percentile,market_cap_current_percentile,dividend_yield_percentile,Net_Income_Growth_QoQ_percentile,Revenue_Growth_QoQ_percentile,Gross_Margin_percentile,Interest_Expense_percentile,Total_Revenue_percentile,composite_score,quality_quintile
2025-08-31,15.15999984741211,17.81999969482422,15.149999618530273,15.710000038146973,630284,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850927424.0,-0.738,,INDSWFTLTD.NS,,,,,0.5046706818136574,,,,,,,,3.8379530916844353,8.508508508508509,,,,,,,44.1564307733462,Q2 (Low)
2025-10-31,21.84000015258789,21.84000015258789,18.1200008392334,18.850000381469727,1086774,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3705583360.0,,,IEL.NS,,,,,0.492243148678896,,,,,,,,,24.024024024024023,,,,,,,48.26826826826827,Q3 (Medium)
2025-10-31,20.790000915527344,20.790000915527344,20.3700008392334,20.690000534057617,471772,,,,,,,,,0,0.0,,-7700000.0,1800000.0,1800000.0,400000.0,1300000.0,100000.0,,,,,634931000.0,,274472000.0,360459000.0,540943000.0,263937000.0,254070000.0,,,,2.0495156041024942,,,-0.9903846153846154,,-0.9917695473251029,-0.9731743666169895,22477000.0,68246000.0,10834000.0,84896000.0,0.18933082541981197,0.1074856952960243,,1.0,1.3630879575890922,4317160960.0,0.237,,HINDMOTORS.NS,,,,,0.47162421148783484,,,,,,,,61.88699360341151,25.825825825825827,,11.190233977619531,,,3.6519871106337276,0.8735868448098663,40.228575157486695,Q1 (Lowest)
2025-10-31,56.310001373291016,56.310001373291016,50.38999938964844,50.459999084472656,22215945,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31367266304.0,0.064,,DHANI.NS,,,,,0.5103843798184,,,,,,,,42.48400852878465,55.55555555555556,,,,,,,49.869304272289355,Q3 (Medium)
2025-11-30,66.30999755859375,66.88999938964844,64.94999694824219,66.5,908030,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9803060224.0,0.187,,ACLGATI.NS,,,,,0.5073427794541684,,,,,,,,55.54371002132196,36.93693693693694,,,,,,,49.49870979721727,Q3 (Medium)
2026-01-31,288.79998779296875,312.6499938964844,257.3999938964844,272.8500061035156,34982407,-0.05686132866768456,-0.25164563484387525,,,0.2575774303757849,37.187512715657554,1.3924909622332304,,0,20990810000.0,7701310000.0,-363330000.0,969700000.0,-15130000.0,-350520000.0,92620000.0,397680000.0,0.36688960549878735,-0.017309003320977134,-0.016698736256485575,0.046196406903783134,90716480000.0,16612280000.0,37951300000.0,47668900000.0,40647360000.0,22244100000.0,4298840000.0,21429460000.0,0.3484930426336668,0.18312306650346222,1.82733219145751,0.8639549363651485,0.12698462978990244,-0.24504081500786146,0.10192780052884198,-0.3021005475360876,0.11522581683936939,78727260000.0,-1660160000.0,-1916130000.0,3461410000.0,-0.03482689971868451,-0.01830053370677522,-0.02980856916441173,0.0,1.8463867094490438,132050829312.0,,,FIRSTCRY.NS,,,,,0.7903358476798463,9.729187562688065,35.8074222668004,,82.1105527638191,71.51454363089267,45.92964824120603,,,75.87587587587588,,31.027466937945064,72.11934156378601,43.23725055432372,83.56605800214822,85.91983556012333,55.78914553064057,Q4 (High)
2026-01-31,2253.699951171875,2460.0,2100.699951171875,2131.10009765625,45224,-0.05803563046103344,-0.034565465281794716,,,0.4226061607113741,25.425986604157046,1.1516010287502174,,0,5118200000.0,2151300000.0,1623000000.0,640000000.0,596900000.0,422800000.0,161200000.0,12900000.0,0.4203235512484858,0.3171036692587238,0.08260716658200148,0.1250439607674573,9314600000.0,414100000.0,5166300000.0,4148300000.0,7217600000.0,4746600000.0,119300000.0,2453200000.0,0.09982402429911048,0.0444570888712344,1.5205831542577846,1.003750052669279,0.16014234875444844,-0.04192159528665307,,,,17160700000.0,1368100000.0,5305100000.0,2131200000.0,0.32979774847527904,0.14687694586992464,1.1627871295809222,1.0,2.995650913619479,32291479552.0,,,JUBLCPL.NS,,,,,0.4666582215032501,72.61785356068205,34.403209628886664,,66.4321608040201,21.16349047141425,17.587939698492463,,,56.25625625625625,,49.03357070193286,77.67489711934157,52.88248337028825,30.075187969924812,61.04830421377184,49.2783569196674,Q3 (Medium)
2026-01-31,453.3999938964844,458.0,434.3999938964844,444.1000061035156,862800,0.05562156695391063,-0.03361980654956187,,,0.27187728230329783,47.6673574898605,0.25644637456635627,,0,10175300000.0,4249670000.0,566120000.0,1234370000.0,855730000.0,407830000.0,229770000.0,199000000.0,0.4176456713806964,0.05563668884455495,0.04008039075014987,0.12131042819376332,51592930000.0,902870000.0,19908640000.0,31487400000.0,32934890000.0,8329490000.0,2290980000.0,6483570000.0,0.028674009286254184,0.01749987837480833,3.9540103895916796,3.175622997326367,-0.006349410955907575,-0.3574950768018905,-0.015058751102278944,-0.37455142164831456,-0.10781762724605004,40604550000.0,3170570000.0,2829070000.0,5304560000.0,0.100693293190292,0.06145357513132129,0.08734320522798976,1.0,2.2684755256194986,68037611520.0,,,AKUMS.NS,,,,,0.2868332576342251,72.91875626880642,85.85757271815446,,2.4120603015075375,65.59679037111334,69.9497487437186,,,66.86686686686687,,26.754832146490337,35.390946502057616,52.21729490022173,76.36949516648764,74.51181911613565,55.25641220677068,Q4 (High)
2026-01-31,3.549999952316284,3.799999952316284,3.4000000953674316,3.490000009536743,801471,-0.046448107187779364,-0.18075121548695372,,,0.38203622344292026,39.32583788069961,0.9572285828191905,,0,70042000.0,34775000.0,2356000.0,15806000.0,3875000.0,-776000.0,20000.0,4631000.0,0.4964878215927586,0.033636960680734414,-0.011079066845606922,0.22566460123925644,373058000.0,185844000.0,220534000.0,152524000.0,42040000.0,86121000.0,1598000.0,25593000.0,1.2184574230940703,0.4981638243919176,0.48815039305163666,0.1909754879762195,0.14123244370580368,-0.8401318500206015,0.02172042069639546,-0.6867178037949132,0.17107505371564047,272202000.0,-5784000.0,4074000.0,55695000.0,-0.037921900815609345,-0.01550429155788108,0.01204014564024967,0.0,1.1945217633719154,537372800.0,-0.074,,DANGEE.NS,,,,,0.5709094081488598,24.473420260782348,41.524573721163485,,44.02010050251256,30.591775325977935,51.05527638190954,,28.837953091684437,5.205205205205205,,14.140386571719226,74.79423868312757,67.51662971175166,18.15252416756176,6.98869475847893,37.153385225458315,Q1 (Lowest)
2026-01-31,3.6500000953674316,3.799999952316284,3.25,3.3499999046325684,3239506,0.1092714986060408,-0.15617131473792545,,,0.5870637634109367,36.956525682725626,0.25967175539594467,,0,82682000.0,1961000.0,-26276000.0,-23351000.0,-26158000.0,-29404000.0,982000.0,2263000.0,0.023717375003023632,-0.3177958926973223,-0.3556275852059699,-0.2824193899518638,592020000.0,168520000.0,302432000.0,289588000.0,305779000.0,208638000.0,1724000.0,193929000.0,0.5819301904775059,0.2846525455221107,1.465595912537505,0.5360960131903105,0.06748434574914475,9.135815236125474,-0.28171314394926594,-11.645908761766835,-4.165808026030369,387747680.0,-30083410.0,-24342670.0,-7837840.0,-0.10388348274099755,-0.05081485422789771,-0.0531374042802134,0.0,1.3908629438194655,451587424.0,-0.326,,GANGAFORGE.NS,,,,,0.4329139865852991,31.093279839518555,93.98194583751254,,2.512562814070352,4.312938816449346,45.22613065326633,,14.072494669509595,4.1041041041041035,,98.37232960325534,59.25925925925925,2.106430155210643,11.54672395273899,7.399794450154163,34.93253294366994,Q1 (Lowest)
