Date,Open,High,Low,Close,Volume,ROC_1M,ROC_3M,ROC_6M,ROC_12M,Volatility_60,RSI,Volume_Ratio,Return_Next_Month,Return_Direction,Total_Revenue,Gross_Profit,Operating_Income,EBITDA,EBIT,Net_Income,Tax_Provision,Interest_Expense,Gross_Margin,Operating_Margin,Net_Margin,EBITDA_Margin,Total_Assets,Total_Debt,Total_Liabilities,Stockholders_Equity,Current_Assets,Current_Liabilities,Cash,Inventory,Debt_to_Equity,Debt_to_Assets,Current_Ratio,Quick_Ratio,Revenue_Growth_QoQ,Net_Income_Growth_QoQ,Revenue_Growth_YoY,Net_Income_Growth_YoY,EBITDA_Growth_YoY,TTM_Revenue,TTM_Net_Income,TTM_Operating_Income,TTM_EBITDA,ROE,ROA,ROIC,F_Score,Z_Score,market_cap_current,beta,dividend_yield,Ticker,Operating_Cash_Flow,Free_Cash_Flow,Capital_Expenditure,TTM_Operating_Cash_Flow,predicted_probability,ROC_3M_percentile,ROC_1M_percentile,ROC_12M_percentile,Volume_Ratio_percentile,ROC_6M_percentile,market_cap_current_percentile,RSI_percentile,Volatility_60_percentile,beta_percentile,Revenue_Growth_QoQ_percentile,dividend_yield_percentile,Debt_to_Equity_percentile,Current_Ratio_percentile,Total_Revenue_percentile,Tax_Provision_percentile,composite_score,quality_quintile
2026-04-30,49.75,50.400001525878906,48.02000045776367,49.88999938964844,674866,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12887883776.0,0.436,,SANGHIIND.NS,,,,,0.18982248950724834,,,,,,43.39622641509434,,,57.27318803852002,,,,,,,50.04462763024097,Q3 (Medium)
2026-05-31,287.54998779296875,290.0,257.1499938964844,277.0,8022437,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156286550016.0,0.737,,GSPL.NS,,,,,0.21942671311396483,,,,,,80.38728897715987,,,85.73238722757223,,,,,,,54.40797841364882,Q4 (High)
2026-05-31,1286.0,1288.0,1222.0999755859375,1260.0999755859375,157368,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIGNITITEC.NS,,,,,0.18982248950724834,,,,,,,,,,,,,,,,50.00000000000001,Q3 (Medium)
2026-07-31,2506.0,2525.5,2380.0,2416.10009765625,4779224,,,,,,,,,0,9042300000.0,6299800000.0,1511200000.0,1859300000.0,1359200000.0,1013700000.0,333200000.0,12300000.0,0.6967032723975095,0.16712562069385,0.1121064330977738,0.20562246331132567,49686464000.0,35893000.0,8094266000.0,41592198000.0,29093736000.0,5911629000.0,1101822000.0,6834030000.0,0.0008629743491796226,0.0007223899048239778,4.9214414504022495,3.765409838810927,-0.15073446539935387,-0.4877457173177018,-0.04765766524834647,-0.30420756400576565,-0.22825004150755435,41477900000.0,7094600000.0,9249200000.0,11403900000.0,0.1705752602928078,0.14278737967749125,0.22218650382022082,1.0,2.6568778490656935,387925901312.0,0.012,,JBCHEPHARM.NS,,,,,0.3235688666463016,,,,,,89.52333664349553,,,13.253928028383172,21.830985915492956,,14.754098360655737,91.0891089108911,72.15880893300249,76.71641791044776,51.95511231349125,Q3 (Medium)
2026-09-30,149.47999572753906,154.64999389648438,131.0,132.3699951171875,193669,-0.20712789735345238,-0.060739359990506725,,,0.47727005306049936,28.59236918813319,0.6577740793399799,,0,676377000.0,580966000.0,54350000.0,74695000.0,62472000.0,48295000.0,6224000.0,8344000.0,0.858938136571764,0.08035459514442389,0.07140248707451613,0.11043397395239637,,,,,,,,,,,,,0.615518003224458,0.4999844706028511,1.0723540892392633,6.211437957294311,2.264356262564461,1772482000.0,128307000.0,81009000.0,209257000.0,,,,0.0,,3192334592.0,0.145,,TREJHARA.NS,,,,,0.2774266567192003,41.28620520373097,1.6200294550810017,,22.633136094674555,,23.634558093346573,17.31623088307844,20.37309769268532,23.492143943233653,95.22132796780684,,,,23.37468982630273,26.119402985074625,36.33805480966765,Q1 (Lowest)
2026-09-30,21.5,23.34000015258789,20.110000610351562,20.940000534057617,824591,-0.029657061719698397,-0.14320785284446624,,,0.3996054799391313,47.095445864888376,0.9733650759669843,,0,15083700000.0,6759600000.0,882900000.0,1745800000.0,1008300000.0,-149300000.0,80700000.0,1105600000.0,0.4481393822470614,0.05853338371884882,-0.009898101924594099,0.11574083281953366,,,,,,,,,,,,,-0.1730291616638432,0.24313072439633632,-0.02411930255879402,-2.0717875089734386,-0.13991526258744702,,,,,,,,0.0,,15359705088.0,0.233,,JISLDVREQS.NS,,,,,0.3231483302927706,19.342169857633777,45.55719194894453,,57.44575936883629,,45.92850049652433,57.57276763690182,35.689739813451155,32.53928028383173,19.491951710261567,,,,80.76923076923077,54.80099502487562,46.60917246069944,Q2 (Low)
2026-09-30,121.4000015258789,139.39999389648438,118.88999938964844,125.02999877929688,30697461,0.029646697398284072,-0.051365736841465504,,,0.3944016719758818,56.17136324335009,1.3560823379719769,,0,6114571000.0,2624189000.0,669229000.0,879502000.0,697451000.0,485170000.0,171922000.0,40359000.0,0.4291697651396966,0.1094482343896244,0.0793465314246903,0.14383707377017946,,,,,,,,,,,,,-0.2717285185037408,-0.4440306375020626,0.06650858324932063,0.06059678653404754,0.12354638722213207,26497184000.0,2337511000.0,3391525000.0,4032007000.0,,,,0.0,,50010140672.0,0.304,2.0,JAMNAAUTO.NS,,,,,0.25011469143086235,43.888070692194404,72.55768286696122,,83.6785009861933,,64.69712015888778,78.34237789837198,37.01521845851743,40.42067916877851,12.474849094567404,83.19432860717264,,,64.56575682382135,66.06965174129354,56.4602824331173,Q4 (High)
2026-09-30,3367.0,3368.0,3029.5,3052.0,25504758,-0.10885308441749386,0.015392123066806151,,,0.23741321169898305,18.4065934065934,1.038242025761782,,0,575334400000.0,212014700000.0,84125400000.0,119484700000.0,101880000000.0,54545400000.0,16305300000.0,25599100000.0,0.3685069065920619,0.14622000700809826,0.09480642909584408,0.2076786995528166,,,,,,,,,,,,,0.04812926579774124,0.1686037916946077,0.3510046924235313,0.6553136863955427,0.31997538676364656,2094408200000.0,188800700000.0,307554100000.0,439722500000.0,,,,0.0,,3664726458368.0,0.28,1.08,M&M.NS,,,,,0.4952942610724389,60.62837506136475,9.474717722140403,,64.5956607495069,,99.15590863952333,5.870744943265911,86.84339715267551,37.20223010643689,60.36217303822937,66.59716430358633,,,99.35483870967742,99.00497512437812,59.272679036719,Q5 (Highest)
2026-09-30,315.25,320.5,293.79998779296875,312.79998779296875,47314999,-0.008243519828250112,0.08347757037382819,,,0.3159497711694953,48.946629394080446,0.8297664735494144,,0,30857400000.0,,,,,9024700000.0,3202900000.0,19700700000.0,,,0.2924646924238594,,,,,,,,,,,,,,0.09369495177908771,0.11881531805164691,0.3228757609534425,0.41859880220695733,,111584800000.0,31488100000.0,,,,,,0.0,,783987048448.0,0.639,0.88,LTF.NS,,,,,0.47971983721723327,72.60677466863034,56.062837506136475,,39.79289940828402,,93.8927507447865,62.30883078441046,60.62837506136475,79.04206791687785,70.97585513078471,60.216847372810676,,,89.13151364764268,95.92039800995025,65.37194335011192,Q5 (Highest)
2026-09-30,361.0,364.54998779296875,340.1000061035156,359.0,49743607,-0.020330227749650764,-0.040062931111160105,,,0.2625941718491292,45.25616808174772,0.8318809316805728,,0,1399775100000.0,-130859800000.0,-132009900000.0,-173517100000.0,-173517100000.0,-122646700000.0,-59054000000.0,8183600000.0,-0.09348630362120315,-0.09430793561051343,-0.08761886105846575,-0.123960699115165,,,,,,,,,,,,,0.22349567796265735,-3.022117765767667,0.28331726637008114,-4.590948750380624,-4.405741887870866,4792765000000.0,19229200000.0,95671200000.0,37270800000.0,,,,0.0,,763888271360.0,0.896,6.75,HINDPETRO.NS,,,,,0.2922213908560022,46.98085419734904,50.31909671084929,,40.0887573964497,,93.69414101290964,53.47804637395165,79.23416789396171,92.67612772427775,86.4185110663984,98.91576313594662,,,99.70223325062034,0.04975124378109452,62.770496667099685,Q5 (Highest)
