Date,Open,High,Low,Close,Volume,ROC_1M,ROC_3M,ROC_6M,ROC_12M,Volatility_60,RSI,Volume_Ratio,Return_Next_Month,Return_Direction,Total_Assets,Total_Debt,Total_Liabilities,Stockholders_Equity,Current_Assets,Current_Liabilities,Cash,Inventory,Debt_to_Equity,Debt_to_Assets,Current_Ratio,Quick_Ratio,Total_Revenue,Gross_Profit,Operating_Income,EBITDA,EBIT,Net_Income,Tax_Provision,Interest_Expense,Gross_Margin,Operating_Margin,Net_Margin,EBITDA_Margin,Revenue_Growth_QoQ,Net_Income_Growth_QoQ,Revenue_Growth_YoY,Net_Income_Growth_YoY,EBITDA_Growth_YoY,TTM_Revenue,TTM_Net_Income,TTM_Operating_Income,TTM_EBITDA,ROE,ROA,ROIC,F_Score,Z_Score,market_cap_current,beta,dividend_yield,Ticker,Operating_Cash_Flow,Free_Cash_Flow,Capital_Expenditure,TTM_Operating_Cash_Flow,predicted_probability,ROC_3M_percentile,ROC_12M_percentile,ROC_6M_percentile,Volatility_60_percentile,Volume_Ratio_percentile,market_cap_current_percentile,ROC_1M_percentile,RSI_percentile,Net_Income_Growth_QoQ_percentile,dividend_yield_percentile,beta_percentile,Revenue_Growth_QoQ_percentile,EBITDA_Growth_YoY_percentile,Gross_Margin_percentile,Current_Ratio_percentile,composite_score,quality_quintile
2025-11-30,67.80999755859375,69.9800033569336,61.15999984741211,63.18000030517578,56486,-0.06676509374914774,-0.12189016004233011,-0.17444137837530682,,0.2636520505047995,31.5271056300886,0.9288645530883775,,0,1081767000.0,63576000.0,165373000.0,916394000.0,463991000.0,146108000.0,1870000.0,294288000.0,0.06937627265128318,0.058770511579665494,3.1756714211405264,1.1614901305883318,304445000.0,95914000.0,-3722000.0,16036000.0,-1466000.0,-1615000.0,-1154000.0,1303000.0,0.3150454105010757,-0.012225525135903036,-0.00530473484537437,0.052672896582305506,-0.1894457150007588,-0.7413931144915933,-0.3667185309375923,-0.775319977740679,0.4668862056348335,1442545000.0,-30240000.0,-33073000.0,43185000.0,-0.032998906583849304,-0.02795426371852719,-0.03374899231609131,0.0,2.867640074064008,530347744.0,-0.036,,SHIVAMILLS.NS,,,,,0.5237992730824983,31.20528343423225,,24.474885844748858,70.72096862960925,40.7488986784141,5.402425578831313,46.175013758943315,39.97797356828194,18.616422947131607,,29.20910724985021,15.130830489192265,81.98573127229488,34.05666063893912,77.17190388170056,40.99174039814464,Q2 (Low)
2025-11-30,1641.800048828125,1771.9000244140625,1562.4000244140625,1618.699951171875,4099539,-0.04105453129628256,-0.018969726562499956,,,0.2766492740872586,47.701374904089455,1.5988739141077912,,0,194410400000.0,144126412000.0,147611700000.0,125168486000.0,363618024000.0,32175000.0,179416400000.0,,1.1514592578838094,0.741351347458778,11301.259487179486,,5911819000.0,1997677000.0,1429187000.0,1536314000.0,1429187000.0,1639343000.0,472938000.0,,0.33791240902334796,0.24175080461698845,0.27729925425660024,0.2598716232685744,0.03319502799865992,0.1774064269061877,0.14823593163980187,0.10837564652986709,0.11177253846265178,21301546000.0,6032698000.0,4114620000.0,7923536000.0,0.04819662035378458,0.031030737038759245,0.015279234885467455,1.0,3.2794375316341102,127035613184.0,0.349,,AAVAS.NS,,,,,0.49538267697097993,63.5663181067694,,,66.70335718216842,90.85903083700441,78.2800441014333,59.3285635663181,75.0,71.48481439820023,,69.20311563810665,50.34129692832765,54.399524375743155,38.33634719710669,99.81515711645102,64.48783796317527,Q5 (Highest)
2025-11-30,101.19999694824219,101.19999694824219,90.75,91.16999816894531,96795,-0.08141059779400184,-0.1244421629964042,,,0.14523126845942497,17.76313106438245,1.0071659108318838,,0,,,,,,,,,,,,,149941000.0,113686000.0,43250000.0,54325000.0,51978000.0,40818000.0,12798000.0,1569000.0,0.7582048939249438,0.2884467890703677,0.27222707598322005,0.36230917494214393,0.0899409746452664,0.39520098441345364,-0.10321832068373615,-0.03769714972770355,-0.08403446357213917,635575000.0,169928000.0,184177000.0,234936000.0,,,,0.0,,1450281088.0,-0.309,5.48,STEELCITY.NS,,,,,0.3146646608591918,30.26967528893781,,,99.00935608145295,50.16519823788547,13.395810363836825,38.96532746285085,12.059471365638766,80.14623172103487,98.40075258701788,12.522468544038345,65.7565415244596,34.60166468489893,89.93369499698613,,51.68174619060257,Q3 (Medium)
2025-11-30,163.0,168.0,150.35000610351562,156.9600067138672,124726,-0.03729138139496446,0.03810012254519801,,,0.5384383646402141,42.62496132596,1.1948793618204403,,0,9006363000.0,1892789000.0,4157776000.0,4612704000.0,5931431000.0,3828844000.0,273091000.0,2585135000.0,0.410342610321408,0.2101613048463625,1.5491440758620618,0.8739703158446779,1858975000.0,766009000.0,77430000.0,152511000.0,107135000.0,42544000.0,16434000.0,57228000.0,0.4120598717034925,0.041651985637246335,0.022885730039403435,0.08204037171021665,0.18788216101610988,-14.54904458598726,0.05879072967552945,1.1907312049433574,0.1973197673049294,6595465000.0,51664000.0,113034000.0,427205000.0,0.011200371842632869,0.0057363888175504365,0.017375162804725175,1.0,1.768738446362866,1747181312.0,0.054,0.51,SUPERHOUSE.NS,,,,,0.541222589102714,75.5641166758393,,,10.952118877270223,68.9977973568282,15.214994487320837,61.75013758943313,65.7488986784141,0.843644544431946,42.709313264346186,38.34631515877771,80.773606370876,64.44708680142688,51.89873417721519,39.00184842883549,47.74990749406768,Q3 (Medium)
2025-11-30,859.7999877929688,863.0,769.4500122070312,774.9500122070312,340411,-0.13678639687325955,-0.030762837232143125,,,0.3387486897093674,33.408466842307675,1.2127395480282763,,0,13441970000.0,4167188000.0,6877148000.0,6564822000.0,5766951000.0,5374805000.0,190562000.0,1906256000.0,0.6347754744911591,0.31001319003092553,1.072960042271301,0.718294896279958,2447991000.0,919474000.0,153709000.0,330101000.0,203728000.0,119899000.0,15860000.0,67969000.0,0.3756035050782458,0.06278985502806178,0.04897852974132667,0.134845675494722,-0.5876071100973457,-0.07983054619688257,-0.2482992246828981,-0.34990836830519323,-0.10797014505912617,22039576000.0,832614000.0,1182644000.0,1831378000.0,0.12682963833596705,0.06194136722519095,0.11019781010267415,1.0,2.408367553267862,11517497344.0,0.001,0.43,AGARIND.NS,,,,,0.3143800393697585,60.429279031370385,,,44.744083654375345,70.75991189427313,41.56560088202866,15.630159603742433,44.658590308370044,48.4251968503937,35.51269990592662,32.98382264829239,4.607508532423208,32.99643281807372,45.81072935503315,16.266173752310536,39.626012615774215,Q1 (Lowest)
2025-11-30,100.69999694824219,116.25,100.69999694824219,112.97000122070312,1630580,0.04524425709477908,0.6049155022057935,0.4753820252181531,,0.7542859708121162,61.35303646534901,0.2765274375796544,,0,,,,,,,,,,,,,181018000.0,69755000.0,30378000.0,32209000.0,30825000.0,21791000.0,8399000.0,635000.0,0.3853484183893314,0.1678175651040228,0.12038029367245247,0.17793258129025843,-0.039773812302404066,-3.472316768776946,0.14019904257999505,0.24591194968553465,0.27626104529064466,639738000.0,46966000.0,64006000.0,77953000.0,,,,0.0,,2428826368.0,-0.089,,SIKKO.NS,,,,,0.5341865594167804,99.11942762795817,,93.97260273972603,1.5410016510731879,1.7070484581497798,18.798235942668136,87.17666483214089,91.4647577092511,3.655793025871766,,25.434391851408026,31.513083048919228,71.10582639714626,47.498493068113326,,48.19915509016173,Q3 (Medium)
2025-11-30,330.0,345.0,320.3999938964844,331.5,2637930,-0.03465344818867866,-0.09364319890635675,,,0.21227845305330934,50.56818181818182,1.5854138771219404,,0,66976500000.0,16870800000.0,41833100000.0,25143400000.0,44007600000.0,28640800000.0,7330600000.0,320700000.0,0.670983240134588,0.25189133502049227,1.5365352923102706,1.5253379793860506,37585200000.0,37276300000.0,1206800000.0,1878700000.0,1402900000.0,807300000.0,227700000.0,367900000.0,0.9917813394634059,0.03210838308695976,0.02147919925928291,0.04998510051828911,0.0591900487109287,-0.1314498429229246,0.14981292886402087,0.17323063508211023,0.18627265264886028,140973800000.0,524400000.0,4736780000.0,4416220000.0,0.020856367873875452,0.007829611878793307,0.11274235853592357,1.0,2.974838786738632,47101517824.0,-0.031,,SIS.NS,,,,,0.5095990459433482,40.01100715465052,,,88.7727022564667,90.08810572687224,64.55347298787211,62.85085305448541,80.2863436123348,43.36332958380203,,29.928100659077288,57.96359499431172,63.49583828775267,97.4080771549126,38.539741219963034,60.48407777950008,Q5 (Highest)
2025-11-30,29595.0,37000.0,29490.0,35290.0,435585,0.17574546060303176,0.15629095674967242,0.1935561307243494,,0.37368623595375633,35.73141486810552,1.8709848418267976,,0,,,,,,,,,,,,,11959687000.0,5171346000.0,2265604000.0,2567322000.0,2415456000.0,1776864000.0,617150000.0,21442000.0,0.4323981054019223,0.18943673024218777,0.14857111227074754,0.21466464799622265,0.000361427663527758,1.489612742412545,0.14274970355570726,0.13068383927406702,0.1299201145006419,45922579000.0,4966043000.0,7609456000.0,8690154000.0,,,,0.0,,398896136192.0,-0.046,0.45,3MINDIA.NS,,,,,0.4949961109585976,88.7727022564667,,82.92237442922374,36.8189323059989,96.09030837004406,89.6361631753032,97.19317556411667,50.110132158590304,92.68841394825647,37.39416745061148,28.579988016776515,40.84186575654152,56.48038049940547,55.997588908981314,,63.56841285602109,Q5 (Highest)
2025-11-30,50.529998779296875,51.0,47.20000076293945,47.54999923706055,7216799,-0.06892501427056819,-0.04082213704197524,,,0.25409973800199553,31.778045025976525,0.727852690145394,,0,35462400000.0,900000.0,5518200000.0,29944200000.0,11354600000.0,3107900000.0,257500000.0,0.0,3.0055903981405413e-05,2.5378992961559286e-05,3.6534637536600276,3.6534637536600276,61300000.0,-1300000.0,-155600000.0,-148700000.0,-155600000.0,41900000.0,16800000.0,,-0.021207177814029365,-2.538336052202284,0.6835236541598695,-2.4257748776508974,0.0735551663747811,-0.707810320781032,0.5363408521303259,-0.6741835147744946,-1.8081521739130435,226700000.0,-1957100000.0,-220300000.0,372500000.0,-0.06535823298000948,-0.05518803013896409,-0.007356796270508364,0.0,1.453120488179029,22125453312.0,,1.16,SCILAL.NS,,,,,0.4200126260413033,57.45734727572922,,,74.7936158503027,19.933920704845814,51.70893054024256,45.07429829389103,40.41850220264317,19.122609673790777,71.87206020696144,,61.262798634812285,3.804994054696789,1.8685955394816152,80.77634011090574,45.206267539220214,Q2 (Low)
2025-11-30,84.7699966430664,91.69000244140625,68.05000305175781,73.44999694824219,64357,-0.15017937418838934,-0.21469049602403556,,,0.37630795450362725,24.067946609366402,0.8281441437044345,,0,,,,,,,,,,,,,110601000.0,33502000.0,80000.0,7055000.0,2987000.0,-1443000.0,-436000.0,4866000.0,0.30290865362880987,0.0007233207656350304,-0.013046898310141861,0.06378785001943925,-0.20734311842444741,41.44117647058823,-0.10442358923698547,-0.34019204389574764,-0.24009047824213703,511148000.0,1309000.0,9999000.0,38338000.0,,,,0.0,,425869376.0,0.206,,ADL.NS,,,,,0.48412492307917343,10.456796917996698,,,35.938359933957074,29.295154185022028,4.244762954796031,12.878370941111722,23.127753303964756,99.66254218222723,,53.59496704613541,14.050056882821387,24.61355529131986,31.946955997588912,,35.987285042462744,Q1 (Lowest)
