Date,Open,High,Low,Close,Volume,ROC_1M,ROC_3M,ROC_6M,ROC_12M,Volatility_60,RSI,Volume_Ratio,Return_Next_Month,Return_Direction,Total_Assets,Total_Debt,Total_Liabilities,Stockholders_Equity,Current_Assets,Current_Liabilities,Cash,Inventory,Debt_to_Equity,Debt_to_Assets,Current_Ratio,Quick_Ratio,Total_Revenue,Gross_Profit,Operating_Income,EBITDA,EBIT,Net_Income,Tax_Provision,Interest_Expense,Gross_Margin,Operating_Margin,Net_Margin,EBITDA_Margin,Revenue_Growth_QoQ,Net_Income_Growth_QoQ,Revenue_Growth_YoY,Net_Income_Growth_YoY,EBITDA_Growth_YoY,TTM_Revenue,TTM_Net_Income,TTM_Operating_Income,TTM_EBITDA,ROE,ROA,ROIC,F_Score,Z_Score,market_cap_current,beta,dividend_yield,Ticker,Operating_Cash_Flow,Free_Cash_Flow,Capital_Expenditure,TTM_Operating_Cash_Flow,predicted_probability,ROC_3M_percentile,RSI_percentile,ROC_1M_percentile,Volume_Ratio_percentile,Volatility_60_percentile,ROC_12M_percentile,market_cap_current_percentile,ROC_6M_percentile,beta_percentile,Net_Income_Growth_QoQ_percentile,dividend_yield_percentile,Revenue_Growth_QoQ_percentile,Current_Ratio_percentile,Gross_Margin_percentile,Gross_Profit_percentile,composite_score,quality_quintile
2025-08-31,15.15999984741211,17.81999969482422,15.149999618530273,15.710000038146973,630284,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850927424.0,-0.702,,INDSWFTLTD.NS,,,,,0.6508924612428177,,,,,,,8.329297820823244,,3.5288012454592628,,,,,,,44.1238732710855,Q2 (Low)
2025-08-31,36.20000076293945,37.45000076293945,33.810001373291016,36.22999954223633,8044373,-0.027121431007197883,,,,,46.60713932952727,0.6294522933377762,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20347529216.0,-0.231,,UDAICEMENT.NS,,,,,0.6341027796154682,,44.51456310679612,50.89675230247212,13.39155749636099,,,50.70217917675544,,14.84172288531396,,,,,,,44.956451664513246,Q2 (Low)
2025-10-31,56.310001373291016,56.310001373291016,50.38999938964844,50.459999084472656,22215945,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31367266304.0,0.147,,DHANI.NS,,,,,0.5147800312057929,,,,,,,58.69249394673124,,45.355474831344054,,,,,,,50.269864585205035,Q3 (Medium)
2025-10-31,21.84000015258789,21.84000015258789,18.1200008392334,18.850000381469727,1086774,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3705583360.0,,,IEL.NS,,,,,0.5152919642586372,,,,,,,24.40677966101695,,,,,,,,,48.29378531073447,Q3 (Medium)
2025-10-31,310.75,310.75,300.25,307.3500061035156,470624,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36425633792.0,-0.192,,MANGCHEFER.NS,,,,,0.6386897014321266,,,,,,,61.1138014527845,,16.943435391800726,,,,,,,48.53714912297236,Q3 (Medium)
2025-10-31,20.790000915527344,20.790000915527344,20.3700008392334,20.690000534057617,471772,,,,,,,,,0,634931000.0,,274472000.0,360459000.0,540943000.0,263937000.0,254070000.0,,,,2.0495156041024942,,0.0,,-7700000.0,1800000.0,1800000.0,400000.0,1300000.0,100000.0,,,,,,-0.9903846153846154,,-0.9917695473251029,-0.9731743666169895,22477000.0,68246000.0,10834000.0,84896000.0,0.18933082541981197,0.1074856952960243,,1.0,1.3630879575890922,4317160960.0,0.407,,HINDMOTORS.NS,,,,,0.22621158311017067,,,,,,,26.440677966101696,,72.3404255319149,12.715623459832429,,,57.46478873239437,,,47.9307677126829,Q3 (Medium)
2025-11-30,66.30999755859375,66.88999938964844,64.94999694824219,66.5,908030,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9803060224.0,0.257,,ACLGATI.NS,,,,,0.5144575280285445,,,,,,,38.789346246973366,,56.850025947067984,,,,,,,49.70929147960277,Q3 (Medium)
2025-12-31,942.0999755859375,947.0,909.0,911.5499877929688,12671606,-0.03083302363125795,-0.1056659428079777,,,0.16760606156863436,37.30864209064355,0.7011614137379091,,0,,,,,,,,,,,,,64670000000.0,46775000000.0,17933000000.0,22434000000.0,20053000000.0,14668000000.0,4340000000.0,847000000.0,0.7232874594093088,0.2773001391680841,0.2268130508736663,0.34689964434822945,0.02810721439699848,0.25271158937569393,0.0695443645083933,0.033030495105289104,0.044802533532041666,229943000000.0,45724000000.0,58787000000.0,71322000000.0,,,,0.0,,917232549888.0,0.429,1.21,ZYDUSLIFE.NS,,,,,0.5109274168805874,43.4529582929195,20.679611650485437,48.52157052835676,20.378457059679768,96.84772065955383,,94.47941888619854,,74.54592631032693,74.51946771808772,71.80762852404644,47.6976976976977,,88.20704375667022,97.74633123689728,61.925588821394676,Q5 (Highest)
2025-12-31,468.8500061035156,475.6499938964844,432.04998779296875,445.29998779296875,205826,-0.05113999706854366,-0.08496867691795595,,,0.2635027702809868,49.81604140505562,0.7331016297499728,,0,35562200000.0,5019600000.0,11213800000.0,24348400000.0,20259600000.0,10166000000.0,1780300000.0,9779000000.0,0.20615728343546189,0.1411498726175546,1.9928782215227228,1.0309462915601022,5789600000.0,3085800000.0,347100000.0,288900000.0,-25800000.0,-118900000.0,10700000.0,82400000.0,0.5329901893049607,0.05995232831283681,-0.02053682465109852,0.049899820367555615,0.09943030763387761,0.13562559694364862,0.14112267423525693,-1.4827446203816483,-0.5498597693985665,21793400000.0,884600000.0,1344000000.0,2499600000.0,0.03633092934237979,0.024874726535478682,0.04576409697630074,1.0,1.909565212500914,31402641408.0,-0.222,,UNICHEMLAB.NS,,,,,0.446842480157925,49.90300678952473,55.09708737864077,35.28841492971401,24.308588064046578,71.04752667313288,,58.7409200968523,,15.568240788790867,66.78166584524396,,67.01701701701703,56.267605633802816,72.03842049092849,74.73794549266248,53.119762613357125,Q4 (High)
2025-12-31,751.7000122070312,792.4000244140625,668.9000244140625,709.1500244140625,2083916,-0.058046028543553674,0.21305175167564783,,,0.5148335826307294,51.032142236455826,1.277099159553084,,0,6961131000.0,2657779000.0,4273312000.0,2509579000.0,4067636000.0,3451999000.0,15847000.0,1141218000.0,1.0590537297291698,0.38180275590274054,1.1783421721732827,0.8477459002740152,2454052000.0,752880000.0,322596000.0,376457000.0,367412000.0,219380000.0,78962000.0,69070000.0,0.3067905651550986,0.1314544272085514,0.08939500874472098,0.15340220989612283,-0.010951843967458075,0.15341745531019968,0.4977823647492732,0.5045297744371215,0.5488615698569042,9016478000.0,719261000.0,1299401000.0,1239135000.0,0.2866062395326069,0.10332530733870689,0.2514633203273317,1.0,2.0802815806799213,10968526848.0,0.739,0.28,TEMBO.NS,,,,,0.4524969225931539,94.13191076624636,58.20388349514564,30.683470673776053,84.95875788452207,11.97866149369544,,40.77481840193705,,92.11209133367929,68.45736816165598,22.802653399668323,36.33633633633634,23.098591549295776,32.7641408751334,46.80293501048218,49.540374625438254,Q3 (Medium)
