Date,Open,High,Low,Close,Volume,ROC_1M,ROC_3M,ROC_6M,ROC_12M,Volatility_60,RSI,Volume_Ratio,Return_Next_Month,Return_Direction,Total_Revenue,Gross_Profit,Operating_Income,EBITDA,EBIT,Net_Income,Tax_Provision,Interest_Expense,Gross_Margin,Operating_Margin,Net_Margin,EBITDA_Margin,Total_Assets,Total_Debt,Total_Liabilities,Stockholders_Equity,Current_Assets,Current_Liabilities,Cash,Inventory,Debt_to_Equity,Debt_to_Assets,Current_Ratio,Quick_Ratio,Revenue_Growth_QoQ,Net_Income_Growth_QoQ,Revenue_Growth_YoY,Net_Income_Growth_YoY,EBITDA_Growth_YoY,TTM_Revenue,TTM_Net_Income,TTM_Operating_Income,TTM_EBITDA,ROE,ROA,ROIC,F_Score,Z_Score,market_cap_current,beta,dividend_yield,Ticker,Operating_Cash_Flow,Free_Cash_Flow,Capital_Expenditure,TTM_Operating_Cash_Flow,predicted_probability,ROC_1M_percentile,ROC_3M_percentile,ROC_12M_percentile,RSI_percentile,Volatility_60_percentile,Volume_Ratio_percentile,market_cap_current_percentile,ROC_6M_percentile,beta_percentile,dividend_yield_percentile,TTM_Revenue_percentile,Net_Income_Growth_QoQ_percentile,Net_Income_percentile,Interest_Expense_percentile,Gross_Profit_percentile,composite_score,quality_quintile
2026-04-30,49.75,50.400001525878906,48.02000045776367,49.88999938964844,674866,,,,,,,,,0,2750000000.0,3079100000.0,-724200000.0,314500000.0,-638100000.0,-1153900000.0,0.0,515800000.0,1.1196727272727274,-0.26334545454545455,-0.4196,0.11436363636363636,,,,,,,,,,,,,-0.034850665075632614,-0.009952809952810004,0.0619400679641644,0.19007838283828393,-0.0870827285921626,11344600000.0,-4242500000.0,-2615400000.0,467100000.0,,,,0.0,,12887883776.0,0.355,,SANGHIIND.NS,,,,,0.1467736275718226,,,,,,,43.544428080510556,,50.21786492374728,,51.78294573643411,51.91066997518611,1.2394645513138325,86.47668393782384,73.04256437204414,50.54764143847065,Q3 (Medium)
2026-05-31,845.0,873.9500122070312,805.0,822.5,14080,-0.11430573587831272,0.08124094492080713,,,0.45782661902677857,36.87632674276962,0.714987628669559,,0,2241106000.0,470176000.0,36576000.0,62520000.0,40552000.0,19075000.0,6401000.0,15076000.0,0.20979641302107085,0.01632051317519118,0.008511422485147958,0.027896940171504604,,,,,,,,,,,,,0.18847556713747382,0.012365990871457289,0.12152985250152892,0.7453563912526306,0.44608410047647684,8546656000.0,109351000.0,149524000.0,274047000.0,,,,0.0,,13517293568.0,-0.3,,MAHASTEEL.NS,,,,,0.5259692884283619,1.1235955056179776,55.39814362481681,,10.730034296913278,55.593551538837325,39.58843704066634,44.378988708885615,,4.3845315904139435,,45.99483204134367,54.59057071960298,27.764005949429848,33.10880829015544,35.47031003678403,37.208387289564484,Q1 (Lowest)
2026-05-31,117.9000015258789,125.0,115.11000061035156,123.91000366210938,269978,0.10693229372554902,-0.0006451665701942,,,0.5461875371871424,47.5076403903125,0.7602808457370674,,0,1070000000.0,574700000.0,62500000.0,80400000.0,72500000.0,47900000.0,15700000.0,8900000.0,0.5371028037383178,0.05841121495327103,0.04476635514018692,0.07514018691588785,3516700000.0,453100000.0,1666200000.0,1850500000.0,2880000000.0,1656700000.0,300000.0,367300000.0,0.2448527425020265,0.12884238064094178,1.738395605722219,1.516689805034104,0.14475232694982343,-0.2619414483821263,0.3136893799877225,-0.24566929133858273,-0.18042813455657492,3585300000.0,185100000.0,266500000.0,322500000.0,0.10002701972439881,0.052634572184149915,0.11568848758465011,1.0,2.241649842181591,3463377664.0,0.458,,MAHEPC.NS,,,,,0.13905032315125915,44.74841231069858,34.049829018075236,,26.99657030867222,30.825598436736684,44.5859872611465,23.711340206185564,,64.07952069716775,,28.37209302325581,34.24317617866005,35.64700049578582,25.44041450777202,39.5165528113505,38.81443301703378,Q1 (Lowest)
2026-05-31,11.430000305175781,11.579999923706055,10.850000381469727,11.220000267028809,8413478,0.13447925960932916,0.11976045453524464,,,0.5951687084869975,56.199997673035114,0.4451920983602511,,0,146142000.0,21856000.0,2287000.0,5053000.0,3731000.0,3713000.0,0.0,1264000.0,0.14955317430991774,0.01564916314269683,0.025406796129791572,0.03457596036731398,,,,,,,,,,,,,-0.23129684664545147,-0.2591779728651237,-0.2503577858824616,0.05542922114837978,-0.19409888357256777,709979000.0,14775000.0,15906000.0,38024000.0,,,,0.0,,6251851776.0,0.495,,URJA.NS,,,,,0.16389509315113623,54.811919882755255,64.97313141182218,,47.32974032337089,21.006350757205666,14.943655071043608,32.204221894943544,,67.8921568627451,,11.576227390180877,34.44168734491315,19.881011403073874,9.585492227979273,8.61797162375197,35.8175710795857,Q1 (Lowest)
2026-05-31,51.91999816894531,55.88999938964844,50.630001068115234,54.15999984741211,102599,0.18928411854611293,0.23427526274074517,,,0.5327672977405344,83.44259414325371,1.5856501604870792,,0,2728448000.0,563888000.0,132137000.0,139142000.0,139142000.0,38157000.0,21878000.0,82101000.0,0.206669872396322,0.048429363506286356,0.013984873451867143,0.05099675713079377,,,,,,,,,,,,,-0.008217935221965678,-0.03553825544068956,0.15924561137403703,0.42414063374762057,-0.07499518025833818,10751184000.0,199110000.0,541845000.0,510734000.0,,,,0.0,,1602984320.0,0.013,,MAHESHWARI.NS,,,,,0.172979494499453,71.03077674645823,82.4132877381534,,95.73738363547281,33.952125061064976,85.39931406173444,15.267550319096712,,16.23093681917211,,50.3875968992248,49.826302729528535,33.019335647000496,62.072538860103634,39.20126116657909,52.30256064557261,Q3 (Medium)
2026-05-31,14.430000305175781,15.819999694824219,14.430000305175781,15.489999771118164,45413550,0.23524719443693032,0.18788342150554604,,,0.5143260987274177,75.87130154027331,1.0457282602110207,,0,4289066000.0,,,,,-3750176000.0,-1156706000.0,4728011000.0,,,-0.8743572609980821,,,,,,,,,,,,,,-0.042239085065456816,0.07619968392781251,-0.26759728818792117,1.2315210464211952,,21145651000.0,-9599955000.0,,,,,,0.0,,27564822528.0,1.201,,UTKARSHBNK.NS,,,,,0.14032758641638032,82.02247191011236,76.84416218856863,,88.63302302792748,38.69076697606253,66.43802057814797,55.91556210112911,,98.0392156862745,,64.18604651162791,60.397022332506204,0.39662865642042633,95.44041450777202,,61.800222298436616,Q5 (Highest)
2026-05-31,403.5,418.3999938964844,388.29998779296875,397.1499938964844,854301,0.039931919988806186,0.09725094765107833,,,0.502693136459842,33.985448208183584,0.3919182158348822,,0,17914100000.0,16152600000.0,424600000.0,462500000.0,462500000.0,201900000.0,95900000.0,143000000.0,0.9016696345336913,0.02370200010047951,0.011270451767043837,0.025817652017126175,31080200000.0,6497500000.0,19087600000.0,11747800000.0,16378300000.0,14176200000.0,1071200000.0,,0.5530822792352611,0.20905592628104067,1.1553378197260196,,-0.05617403307640023,5.212307692307692,0.12370467946305364,-3.2358803986710964,1.2129186602870812,68835400000.0,58900000.0,1045500000.0,1134200000.0,0.005013704693644767,0.0018950972001467172,0.05730242857064559,1.0,2.8780731784222753,39406206976.0,0.472,0.63,MAHLOG.NS,,,,,0.2395528137260545,21.250610649731314,59.306301905227166,,8.378245957863792,41.86614557889594,11.856932876041157,61.70839469808542,,65.30501089324619,48.52430555555556,85.11627906976744,97.27047146401985,55.329697570649486,71.34715025906736,93.32632685233841,54.70572488869928,Q4 (High)
2026-05-31,14.449999809265137,14.970000267028809,14.100000381469727,14.59000015258789,209405,0.10196377679814073,0.08880601253241949,,,0.4559042126883492,55.491340313708974,0.6106403307866226,,0,355140000.0,215067000.0,219132000.0,223991000.0,219132000.0,167812000.0,56070000.0,,0.6055837134651123,0.6170299036999494,0.47252351185447994,0.6307118319535958,,,,,,,,,,,,,0.45144678764100044,1.0734937972618988,1.3939978159168431,7.045450186978618,9.015247037782249,964821000.0,319333000.0,417588000.0,436841000.0,,,,0.0,,2775577344.0,0.154,,UYFINCORP.NS,,,,,0.19693945933992957,42.745481191988276,56.96140693698095,,45.271925526702596,56.42403517342453,29.348358647721707,21.354933726067745,,28.186274509803923,,14.05684754521964,89.23076923076924,52.25582548339117,,24.224908039936942,44.00405106746711,Q2 (Low)
2026-05-31,195.0658721923828,234.8526855154132,195.0658721923828,223.58999633789062,26388296,0.19975839758351732,0.09666667290345643,,,0.37079086496179214,77.33003598491578,3.8629625024301206,,0,39297080000.0,2167620000.0,691140000.0,743680000.0,638500000.0,549820000.0,-40070000.0,127630000.0,0.05515982357976725,0.017587566302636227,0.01399137035118131,0.018924561316006176,,,,,,,,,,,,,0.07621422691129864,0.08000550000982143,0.060713489445251456,0.08784773060029272,0.05666382495027,108659140000.0,-833160000.0,949130000.0,-1043050000.0,,,,0.0,,33389019136.0,0.02,4.47,QUESS.NS,,,,,0.2506960534222163,73.4733756717147,59.15974596971177,,90.49485546300832,80.36150464093797,99.11807937285644,59.008345606283754,,17.02069716775599,96.70138888888889,89.6124031007752,60.7940446650124,70.15369360436291,69.43005181347151,65.79085654230164,68.7412695004721,Q5 (Highest)
2026-05-31,168.52999877929688,204.5500030517578,168.52999877929688,199.44000244140625,16705244,0.1977659541224619,0.21365545073411285,,,0.6104050464106141,71.76299641663879,2.5445843123557346,,0,1400187000.0,486822000.0,450192000.0,452852000.0,452001000.0,328971000.0,107231000.0,15299000.0,0.3476835594102788,0.32152276803027025,0.23494790338719043,0.3234225142784499,,,,,,,,,,,,,0.11874892634421697,0.17486705689500615,,,,4089737000.0,917982000.0,1231285000.0,1248471000.0,,,,0.0,,18556246016.0,,0.03,GARUDA.NS,,,,,0.16090107006197268,72.93600390815827,80.60576453346361,,81.72464478196963,18.466047874938937,95.44341009309161,49.337260677466865,,,0.9982638888888888,30.28423772609819,67.6923076923077,62.71690629647993,33.21243523316062,36.31108775617446,51.98189136414658,Q3 (Medium)
